"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
03f0432f-b4e9-4189-96e2-edd3edd6c97b,e0f2666e-df99-4dd4-997b-41c7c5095512,34995.0,2023-02-20,43787494-0a55-47e6-9d47-5739d973574e,"#N/A",Pipeline,false,"#N/A",Zazio - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0430ed01-6a5b-467b-8067-e260082cec3b,a1ca851e-48f0-469e-9154-6c0ae63e34da,11550.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Tavu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0457fe59-806a-48c0-9603-7730e0fac4b0,3042ded1-044e-4ec1-af16-a5961ec65ecd,72395.0,2022-01-01,"#N/A","#N/A",Closed,false,"#N/A",Dabfeed - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
04b741a8-bffa-4e7e-bbbe-570c88a909e2,685c4c39-0cd8-4b0c-8262-d7b07e83e5b8,72395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Edgetag - Initial Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
05653b71-5cef-4692-96f4-e79238c76348,26ba0435-0739-4cd0-965b-575b0c2a862b,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Bluejam - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
05ec0b9e-a9b5-4d60-864e-400cc4b0978e,093de5f2-260a-4c30-bad2-5196addf621d,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Flipbug - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
06280976-1a53-4429-8a45-83ed023f2f58,606c2ef7-38a6-43ce-a5a5-ea7ea910a420,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Gabtype - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
074a4caa-563f-4bdd-97a5-fcade186ca3b,9a1e5de8-44ce-4a40-9ade-a1ba5bf8b268,100082.0,2023-05-02,"#N/A","#N/A",Pipeline,false,"#N/A",Twiyo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
07985b7a-4193-4dde-a156-2a79193b1d0c,069f8106-7d03-4968-8ee7-35eed3ff95db,11250.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxspan - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
08112029-0676-4aa9-b7e2-90f3c1eadb54,9f7a2d33-2b26-4290-a4d4-874897b8ad17,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Mydo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
091b2f7c-3aa9-4316-955a-e912ee25f649,b275a45c-5721-4915-a289-cf4fd28d9c23,34995.0,2023-01-24,"#N/A","#N/A",Pipeline,false,"#N/A",Yakitrit-Germain Hospital - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
09431446-6b17-4fa7-abf2-dcf1d2f772b4,c4d25abf-5b81-4881-b5a7-90f9bf58b979,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Kamba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
09824c18-cf02-41aa-8bf5-ae0e842db1b0,06a41cdc-d33a-4829-9e4d-805613449922,73995.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Lazzy - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0a17865b-b629-414c-8a57-aae0ad67dfa0,402b58bb-0cf4-4e55-bc93-80d1a7afc3f7,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Topicblabh-Sto Associates - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0a72d9af-70f8-409e-906d-1f45b552b985,036acea4-6053-4d00-a0c0-19d72b1e0534,70795.0,2023-05-13,"#N/A","#N/A",Pipeline,false,"#N/A",Skyvu - SOW 2,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0a8cd9e2-84ee-4714-80ab-0f742f6cbe09,5a7d42bb-67f5-4c81-9a2b-68c52f7efc9e,18350.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Zoonoodle - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0ac4d5a9-d4ba-42ca-982f-de4b30dedc9e,2824607a-1620-44e1-9e68-95879ae897e5,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Pixoboo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b3ac2a9-a1c3-4559-b9a8-8586d774093b,039e8857-e059-4599-8d6e-0f7583745be7,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Fiveclub - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b5efa67-0337-4c5a-bdd1-f3788bffd7f4,c2167ee9-c50b-4165-b560-c21e88ed06b7,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Devcast - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b8677dc-e058-447f-a008-b975a4bc4e62,25340676-e6ff-4bcd-a01a-dfb9d8045b21,75000.0,2023-06-17,"#N/A","#N/A",Pipeline,false,"#N/A",Meejo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0bce83e2-331d-4c14-baad-0e81a1105393,c1179e50-dd98-4ec7-a3cc-d621ac7d36d8,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Fliptune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0cc5098b-6007-4a1d-98fe-29e17036f2c2,76df3914-39fd-4030-846d-43ae73ca8100,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Jetpulse - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0d48852d-87f8-4888-a89d-ad612edab876,1fa802fd-891a-47d5-b2c2-53e92881a634,11250.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Zoovu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0d680e11-5f6e-4ee4-956b-e63b4ae3ebcf,b21803ce-9751-42ba-bb97-35a93c2e0614,72395.0,2023-05-13,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz -SOW 3,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0db07ca8-7d8e-4165-a66e-b89d5565541f,7158fbeb-5d94-4713-9780-203d117765c0,11550.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Gabcube - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0e307b6c-6ae6-4337-96a2-e56ef43405a4,21ee1795-bf1f-49db-9870-1bb1138114cf,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Dynabox - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0f245bb3-7a6d-45e9-89f0-d153bd9cdca1,c4545eb2-d794-43c0-b45e-bc192bc82b6a,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Jabbersphere - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0fdaa130-369d-4d6b-a53d-e0f8a7e536a6,d5547a52-4feb-4e81-be8b-10e247d0261b,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Browsetype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0feaaf5e-dc59-46bb-894c-64fed88f4544,e4711e4b-6063-4d34-b385-ada18307063d,72395.0,2021-07-30,"#N/A","#N/A",Closed,false,"#N/A",Browsedrive - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
10162509-043f-4846-bf3b-3aea9935cfed,8289565c-d9de-4d76-8437-ff42b6616b34,72395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Browsebug - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
1038b806-7fd4-4cf5-8f04-eba4997a8b8a,e18cf57f-b336-4d33-ab3e-6a82c0580afc,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Browseblabc-Morales Corp. - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
10b3c728-df1c-4e9e-b9d7-5623dd8d1d1b,2824607a-1620-44e1-9e68-95879ae897e5,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Pixoboo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
110038dd-7d69-4757-9e25-3084ae6f92fe,c3d7d666-462c-4859-be9b-f4355e0a371d,"#N/A",2029-02-23,"#N/A","#N/A",Pipeline,false,"#N/A",Fizzly Products,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
110883bb-818a-4014-81b9-7dac196eda15,00552968-a332-4811-99c1-bc2dda923cb3,34995.0,2023-01-03,"#N/A","#N/A",Pipeline,false,"#N/A",Skimia - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
111fc36b-be6a-4e1f-82d8-a8648dcac615,b7e7e1f6-f39d-47c6-a298-4149d74d9f8e,72395.0,2021-10-29,"#N/A","#N/A",Closed,false,"#N/A",Yakidoo - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
11206c00-511e-4a94-92d6-20fbd5ea3821,4a1d6f8f-4a6c-4951-8e17-ad34a4c3195e,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Kazu - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
114e0ac3-ee5c-47b1-9300-801bbbae9444,ad385796-421e-4f26-9200-330e72c27aef,11250.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Wikibox - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1180353d-84d1-46b3-9f97-f4ad493abdfb,215ff3d7-736b-40f8-8ebd-5add3f09c630,"#N/A",2031-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Fizzly Products,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
11caa6dc-4726-49a2-b0b8-b72092d511c4,05a254c1-69fe-4dda-982e-4861ec324830,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Meevee - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
11e68c35-182e-455d-8936-13ecf3638a69,3a0bfcab-7f45-48e9-b0b5-42eaf36db729,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Topiclounge - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
122c88b8-af59-489a-b18a-af8cef4feede,c4d25abf-5b81-4881-b5a7-90f9bf58b979,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Kamba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
128b7949-287d-45a4-8b3d-0e7263f74c0c,6701d2f6-dd54-4c4e-bfc2-c89dfef6453b,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Trunyx - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
12b5489a-111e-46c2-a8b5-d29a7b72a928,1fa802fd-891a-47d5-b2c2-53e92881a634,29995.0,2023-02-26,"#N/A",Potential big win for their decision maker,Closed,false,"#N/A",Zoovu - Additional Sale,great win for us,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
13289f44-75c9-422c-bf92-6bd9948abc25,5830f8ff-93b9-4070-854d-72d59dd2a675,72395.0,2021-06-27,"#N/A","#N/A",Closed,false,"#N/A",Meeveo - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
134515db-3c88-4cd5-ab9e-5458cd7a63b1,05a254c1-69fe-4dda-982e-4861ec324830,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Meevee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
14013351-3c0c-465b-9d08-cf2847417b2d,5117f15d-772d-4b23-83a1-1193c3e6c839,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Rhycero - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
144c802a-9714-42b0-bc88-dfc876d0d62d,b8eb8c3e-507a-47e5-9b0c-589ecf2a6a20,32395.00000002,2023-02-26,"#N/A","#N/A",Closed,false,"#N/A",Thoughtmix - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1479c526-85c5-4fbf-a246-533779603a87,ba8f7649-c5da-411f-b7b1-f697065d7020,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Twitterwire - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
14d0f0fe-ff78-4a3e-8f03-f1d830fe8f8d,b275a45c-5721-4915-a289-cf4fd28d9c23,100082.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Yakitrit-Germain Hospital - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
153218d1-8b6a-4206-aefb-dcdaa68ed0a0,d2318353-d074-4861-8dc2-90ac8b25daaf,72395.0,2022-10-13,"#N/A","#N/A",Omitted,false,"#N/A",Oozz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
17d17db0-45a6-4480-b127-66550c25cc00,6cd68d4d-520e-4dc3-b6cc-5296bcdccee7,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Fatz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
17d3d284-d87e-497a-ada4-12933b8c8ca7,91cf31b4-9383-4772-9546-d5500b95c072,34995.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxworks - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
17e19f03-121d-4b2f-9aaa-13e97a912891,b21803ce-9751-42ba-bb97-35a93c2e0614,18050.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
17f07ff9-3895-4f8d-ab9d-16add11bc965,463b1322-2dc4-4047-83c0-7918d1fe3d18,0.0,2023-05-13,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - SOW 2,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
18021e87-974a-4fd5-affa-fa6c005cd109,3d96b3db-7fc5-4bd8-a152-8369d6ab510f,34350.0,2023-05-12,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
181dcefa-893a-4fee-b01c-7e0671298b32,b21803ce-9751-42ba-bb97-35a93c2e0614,72395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
189c1ce0-166e-4470-8f5d-0f652afb6dda,1a22f577-692a-4fd2-9db7-c032092637bb,72395.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
18c16e59-687d-45ff-8899-b179846a2847,6342da22-5693-4a61-9307-6d215113c0f1,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Realcube - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
199c8306-244f-4a29-b47b-a7db4550a883,7b573b9a-8cc0-4df4-9f07-694ec71682c8,29995.0,2022-12-14,"#N/A","#N/A",Closed,false,"#N/A",Topicshots - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1ae46938-88fe-4dd9-99a4-fe2c33c5b56f,9f7a2d33-2b26-4290-a4d4-874897b8ad17,73995.0,2023-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Mydo - Initial Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
1b8802fe-c423-444e-9820-91460d249914,91cf31b4-9383-4772-9546-d5500b95c072,32395.00000002,2023-01-11,"#N/A","#N/A",Closed,false,"#N/A",Jaxworks - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1bfc5f9c-0938-4cea-a9aa-e6df1c80fdc5,cd884779-a444-4569-ac3e-400fb94bda55,52495.0,2023-02-24,5ad4ca4a-9c65-458a-adb1-e2c5e33925ea,"#N/A",Pipeline,false,"#N/A",Realfire - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1c327365-3488-43d5-8b4d-659d19b86ddb,babc05db-5bfb-4c3c-9a93-839de5d1e73a,75000.0,2023-07-02,"#N/A","#N/A",Pipeline,false,"#N/A",Quire - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1c45b24b-09c9-49d2-b184-db5cb76bdcca,b98cb1db-c931-4255-ba9d-1c4473982b9a,34995.0,2023-02-07,"#N/A","#N/A",Pipeline,false,"#N/A",Topdrive - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
1c9f73e2-67e3-4a3b-94ee-c4d45395a323,8289565c-d9de-4d76-8437-ff42b6616b34,32395.00000002,2023-04-26,"#N/A","#N/A",Closed,false,"#N/A",Browsebug - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
